text_col_1,text_col_2,text_col_3,text_col_4,text_col_5,text_col_6,num_col_1,num_col_2,num_col_3,num_col_4,num_col_5,num_col_6
BWhtyBES,osOBSiCX,KYcdAsjT,AMkPBnWW,xRfEFaes,DNHRqGhb,40987,7778,16472,1554,63368,58829
NoijvpEu,mmrKvbuz,QTrjJmCp,ghIbVyar,HFgKzkBe,oviSWVDf,77422,3924,49223,9634,23096,16132
cUuwLHmU,xbmUeIPq,ftKxRjlW,XalTWXZa,OWNmkYtV,OHZJzJLy,30569,83595,62088,69787,18895,91862
eoukxIsQ,KHfEGzcU,WxqBEcDq,vJlHmSKc,IdDbPvYw,APfaFJaW,99489,17870,68250,46997,20681,6764
JmwTZbRP,Nhzxcmzp,wvBdqLxj,cmAswLIM,hxtfcQIS,FzBZJYMv,11022,97046,12178,7164,52169,90553
wMtMejNM,HUUjPNJY,PYQvQKQx,mpofSQCO,nydnqNEx,VaVpeLxY,17584,45446,73083,83513,36422,67266
swUuCnVj,qPxzDFrS,noUfytqq,nUAkZkwD,wgdEOZXC,ppTelCch,77138,72582,78666,80420,27621,27831
CYvXOQto,JfODyivd,HxGnlZqz,bNIacTwE,SGScLGPq,iLtwuKhe,8510,74745,42840,92804,61844,16886
JmDVHhAS,ysABUgsd,fqGoBkul,qyNhlRnY,GpUwdxFx,sUYKRTbq,50303,77291,62167,79945,42126,98052
kYqbTlrM,bciEqLyu,JXyWoYtq,QbEyFgBv,WHaRJmrJ,FVnZErpJ,93084,80369,94787,64900,68826,12803
wkWewGMD,fRxTJsjQ,igCLbufN,LLoEbGIc,JaJSDHtv,qgoChudx,48118,50548,45259,84217,59687,93250
BmqakDFw,AOJTfEoa,XWsRgfhH,edLcBMAO,ESJFNSfR,PxOHtEPH,83473,11989,25428,46684,16715,30955
GjStnOYV,hyDmGfOj,AXPFKbAT,wHBmKass,pdGjHgkI,icXsSzzr,68397,27372,13499,49553,92653,42986
sPHnBUoJ,ZmedtxjX,fqKGQhVL,nojhqUgL,kHmvNilg,BlnWUKkQ,1972,18413,55906,33755,24328,46032
etJPhhqm,yzxxsKMl,cpoxeWKn,nKIUegev,oaAhLLGg,segkCvVU,60739,82106,33858,95431,81509,8698
qYDcOFDO,qexgVaOd,OVNbDXWO,xxSziHCp,CSTvGJAj,OfFkoGVz,31233,94562,67228,87822,14206,93380
YFANlWuo,RftkpIpZ,DaWVHXIu,QFbdGBbT,CczltXBY,hqLgJHSg,76973,83155,30033,9724,19525,95581
fsZZduOf,Gcurnekc,GKFoVvIG,WmyPFENz,AVcziIdT,itUSMSIh,5160,92072,29843,84566,7055,14801
gaXWyhcy,CHULoZJJ,HxXYMjWL,RWVbWxTz,LKOodjYD,vEBmkOPm,58833,94031,60723,82984,31643,36799
tVpbCcRS,SlwKHFcD,xxZqUWcA,TxYegEwl,CCpTZKIi,YwZJsQhC,62981,11651,54493,40991,90893,9297
iIyEKgNX,FSNdAybA,uaFnNTlH,SMeVsYRa,DQdOsJSO,VtFRQmZX,71814,69061,83541,31063,92098,75074
nHgaoruD,yGNVJdxj,EeCQTwwT,LfWvMMJN,ZWcTUoue,pRPBGnCZ,38225,87051,878,50919,66632,4204
iCwIsViF,joSCTeiI,OlCFtpom,IkccOARj,OKGKEXVZ,dTTfligx,92951,86382,27086,41820,16051,38939
Vlmeykdr,uOJmOtKL,ylyglPSm,mufqbMkq,ctRTkOfC,beuRHtHw,42934,97306,23303,97576,52518,36369
PEvqpptA,SWFKDuUW,hvBJVKIN,mQzYuoxW,lPMOIfSc,pKFKfsDI,2855,60182,73589,83951,30331,58724
QQXrvZUk,lfNJmnZC,PDmtbksw,oZeVEivc,PInXjmqD,rSciVYFD,82763,49456,69295,63832,69983,79270
vtfApENK,CTXAgnKt,pWseRyYM,YlLoFLAb,FKMJJtbD,WDgHDPCr,96961,32399,62160,45538,84498,57872
aKtoPnNo,kiLrVcoh,DTlnEcrf,AOEaycQj,KtAiPhZi,KDWNhOyJ,39042,15428,63707,7444,63574,17568
BDWUAcoe,EIDiRCGV,aXLmCIzv,yEfJkfvr,HcaisXYu,eufVEEMQ,31381,51586,29796,16765,10773,2944
AZpFVEqj,boovKvgF,nQazCwNr,GfOjMwYe,teXfQUud,DBNcjMIr,51473,22092,21025,13427,71318,6849
PaKrzqgS,rhPLkEVp,ppWpFmUB,jiKhwvzg,xvWVXOTl,UBvuzsbc,4585,77813,35755,37276,41964,7147
sugthdbP,HPPdrGDZ,kGlypOPW,qceFnhpJ,WPvrpBjP,yXBpUwrc,81423,11300,18328,14139,76546,84042
bPipYbYt,hHhwaYxI,fWUydsMo,VmHxAyqZ,axOmxKmX,EgLEklRJ,43616,7818,22330,99394,17605,17915
NSyRbrwb,DPohgZxT,WeNaWFbm,JbqZkAYK,brsJwzLZ,qNDoVgFs,3011,56085,52690,12131,39126,63795
QpEcQFGr,aQAQJHwo,KxyZiuVK,jvwRwomN,pnqWcZvB,PmGtDBLr,74064,96808,93415,70108,67540,95297
yUocoKgf,tyOeKCaK,MXhajEXo,gShPjVjX,EfhFvHGd,uWUucvxd,53583,70278,61202,99237,51924,53789
dbQOZQli,buXwNgbH,NCxfbPpI,SgoGVkZr,xpNkyabe,XkCSezHk,22809,22528,94158,52183,85570,67237
JKVSWRvT,zWfxwZKs,obtfkRzd,YYqiTTJK,NzEkWUKm,bFdXAgxo,47299,57551,35369,26565,92638,2480
xOGdfgMe,mncenYrT,eFMHgOaK,ZnfImnDQ,VDMpEzFH,eVHhxYVK,6322,16542,88282,53738,69709,41149
GDoXOnCh,hSjCGAMO,brUFffXO,KbRrJOEk,bfDzUCoD,fHOynfwq,83383,90278,24192,6572,23940,84117
fQDrItaH,kTpnirqK,ZQVxlOhJ,KzrrnHlG,NaoCRQVp,ERDWMcDw,75513,58421,66645,85865,39953,49337
ayyKgoWc,VJklqxWu,qOGVOVud,DhKeHJRU,kBfwCPbs,kScnrjKX,27845,89928,13576,65941,27179,88608
vSXDfDeu,BsSnHzuP,fumkKIVo,FDSuplHJ,INIAPdXY,ilXArzse,81654,31168,92602,23052,99670,80780
ODjMSyeP,AZAzPaFf,jDOZwNvz,yRHjwXPb,TIKUfksc,VWODtoOK,98883,44947,89167,14676,74691,79711
qhayTvBt,OyKquzxF,ckLVqBrd,xqDpNTRr,XxDRICcn,EdejapfG,51278,90149,63058,36926,11659,93516
PXpwZyKo,itnRLezF,ycVmpIOi,JtBwsoTJ,qXniofni,zQoLzVVi,94421,26432,80962,43009,81112,31326
QtFZUsHC,FBpypoEz,rPyNaKoP,kuxGPPAV,lhlFCGwG,kTFqAolb,29672,33960,81935,87259,22998,13571
TqkGnjXA,zlBUlDRi,NCnmeNrB,EfJFxZIm,LMeCgfRk,VVwaDevn,53958,1862,92838,27873,78093,14244
ToiXBXsM,XPHbLgmx,KgFvJWcg,ytoYPizc,eMqHPKpg,NXOAoLeu,45562,27378,27865,46812,43974,33567
AjPALGjs,gOdpErgh,lgTUwJkW,JwAxNqwS,tIoXlywP,KnTxrnYn,99271,60656,31162,12133,19513,75150
LCCGvseP,QnHfHfOD,JaEhSuuY,RSgshAyZ,WuYMlIwB,XcqfcYmt,87320,28968,32423,94212,74627,79798
BTcgDEAw,ljcIlrWr,ORgzKdxq,kcWJNtcP,IqcRrAhe,GaTaUvDA,94766,36507,49632,11898,8630,77220
kqOsOVxD,CWrQjGYK,XfuJysrO,oWksjsvx,TWnxqvrH,kbkzXPIV,84691,89321,79459,23958,15909,4452
iXaKulLZ,govmdHcR,bCrcYxjL,TIovuIDo,OijJQCNO,VYDZiljE,25169,37947,19802,73958,85132,64203
ZUXWOKZT,xXvYbtRR,QchglzeZ,QVtyQHrQ,uBGtGFHC,lrqClfcQ,12,41042,45194,43316,94463,62734
quzJNhZk,nLeQzmiO,gjBqJIrX,yPmgYBJu,lanqdrCB,YaIpScfS,4821,62918,91784,37459,29989,19312
MurgxXrL,WwcWbPHE,tIXozbWD,ITYPIPKM,LsYrtRps,VQoRbdSz,62474,58908,10049,11882,40444,36521
KeKYJcta,eHYKJkkc,wpcbQctr,vJmcCrwe,NxMzPJxO,WxkGBOWy,73751,53867,21460,52107,8763,60556
YozhoGqO,RegMDNiQ,eIcDBmhq,UjogNbBF,OQgAJfSJ,PJjQSwGQ,68129,87942,98019,1450,39222,54462
nkhbggov,mnvDMtbo,hTTJfKcl,sSuvHbyz,KgrslGtL,yCoXJjgz,97951,71236,32012,1949,29494,8520
MIKnnbBq,WjhbYJhU,MsxmdSRG,lFCIWaGZ,eGLcBdVd,Abvbblti,32534,65516,87503,3801,36108,98001
oYrAinec,qmBzsHfG,oBalwRAx,qsfKIHqW,wcvkauuR,VdQhfkBq,98446,84480,73792,11198,70518,83147
gTuULTvh,koausGnM,mVPoRxcn,IChoiNgC,yfrcuSox,SQPBQUCE,30112,78878,68383,90212,19791,55853
IcOKVhQa,tiOYUyUU,NeBuotVQ,oOJQQMsD,TltODQqK,JWZrvYRn,65499,82760,40496,72506,97723,21250
jTRGoxmD,CFESQdyI,iOgxTzXM,LpWTvfKA,PomgaSPZ,ZZZrlnTF,51350,26971,50783,83865,24130,44300
YSWtpIiS,yzVjFhjS,xWNsISEt,FxlKfYCJ,gHzrDSkX,gaOlQKcU,77411,30402,55989,87275,47185,68799
gopgIPsg,XaaqluuR,jNrvvqly,jcQEoUlQ,jESreWrM,jSGJeyFo,65084,50139,71224,18156,36327,75283
aDwcdWPw,aHnJHFEy,fNnLZDZN,MmEaSSlN,eMfCHvyz,rqfrGYBI,31064,84720,5059,12873,823,3848
cMOKgGQP,AkcbbDXs,DFfMlzBr,OfBnHzOR,YJMSnWXK,qrNfkpIL,58711,27274,31680,53290,4879,90493
MPrOZpTz,yaySqAbP,pwQTsJRy,NKFzktWe,zWVyzlTB,HsuWUZeg,67825,65522,93651,84490,54931,69724
gqYZVIvH,DBPkTVzG,RlRVChHi,qmbrYzOS,QhTjNOfu,pUVruXOZ,60891,69111,91198,51196,68788,5370
ozCvwJFm,RlxyKcXW,FpSMHBqj,xKvjHqwy,kdSXIvUq,zouDhYDh,7226,73075,95743,90063,17425,90686
VYvnMwVP,IoJGoNdZ,jNAbuiKp,BQuLSsLq,gqeBJYCk,GSCozoAX,23842,66708,92414,71944,54834,41133
pPJXAJUE,brrjWQnS,WeAgjTyB,jluKnusn,JRpDWgdm,hELnoiKw,14850,2500,78973,18466,32336,52183
iDmxUtXy,FqGSedpO,daumdMjc,jvQpxAhM,gJFYQngX,ySInLECG,19945,74026,46005,51410,32323,40070
KhIoLJgD,rHPfHqDr,FdeFAyIc,BDPlEhVR,vedoZBdC,jTnyYiwJ,49893,40544,83956,96185,45137,3699
qUjafsoy,PaNbZhLy,sQeBhcWW,DiQFYBfC,QBSROkzM,lyhhmRbJ,27621,77887,18768,43611,48201,69537
ukWMORKA,AviUGnWs,UdveZVFs,cRoLCkJk,mOjAgrar,qUQSWRWj,17292,95849,49398,53022,25883,50628
EjiCioyT,DQrdwQha,bCQokfRy,NfdUKALl,DCuMukYr,zJbQmmAD,46870,99376,13106,84469,63094,58728
RtrCdBdq,hfNyYEhQ,uuwkNVLG,lkKCVLpA,oyjxeLxu,SawGmjVZ,40387,53392,77654,7429,56,2425
ZEZsvITH,XOORZYIn,BAQPDzel,aUcrmGKS,QDMKapvE,NpKwUvtU,3143,8039,50223,99271,681,96958
gYOCeVmC,JqUCGPda,NdeLrdzL,AwbmoZIz,xAnDBKjS,qChTKAjB,81744,50368,88328,59944,44515,79498
vODPBpDH,WEHOIsoy,yWroaqdH,baqFDxip,xLjzqMSV,SzeBMWFH,70651,88336,18932,78426,47255,24705
ydBgeprb,TeEkPupQ,BqrsSIij,WLPNXBlG,vdEbxuNi,UwMJFkxt,18426,94936,39080,82806,27693,51258
LYxrzwXK,EXfjJvMo,CKwHAjte,HgFycXis,NXlZbiFz,sqOoHlOp,32535,71104,68330,48631,40756,84115
ZvQVODRx,EhwiwlEA,KGmudiKg,kleBvGSm,YBPiKiYS,mwWgsySj,22468,36072,8819,86672,99228,49030
MyIwVIus,GOdbOGPv,bCZuJsaU,pvfoPfwJ,qUQCmcNH,tflGrPsF,79428,512,61656,88251,44441,5584
DQbeKPDx,LyBVivtq,PCTTyLBV,HlUSoEvS,ataxZmFJ,LNfdvTDN,10133,28586,39549,31719,14095,14756
RShPqqpV,ldoMtled,CBVuhyOn,FHomhUau,TCQgKtmP,rugovLOJ,46787,35932,46635,48392,56149,92438
CnLCyQfX,mYjUzalu,KgZFfwRN,gDmdNAiE,xoYPujVu,QKZSKxGi,22580,6300,86137,89897,27073,61748
dAttjNKw,QlRnTsLm,RAPSHfJX,TfeSeRZJ,zuPVSnrW,AzcBiQiU,22421,22148,16598,84554,96447,91753
arcOikpi,sdXLvxrR,SoEmjABX,LaTSstbl,RkhXGHvM,nSOAKAyP,51691,78279,20310,185,52952,62451
kiceCMjl,AfWEkqCS,pZSokHxS,aIUTkpsy,BnWdKnYa,WEfCKntQ,62273,98477,23504,19530,28798,51870
Qskiajbi,fxwexrKz,yavRRNjp,VAfuYgMK,ImGTLnas,yEXVPaeY,72310,63960,42453,41497,21804,77375
HbeYZKVZ,YatQPVtO,tMllKHnD,QTgWDuYl,UdnItFKU,QeFuCuZi,13835,44840,73557,15398,68969,77020
WdJrOCCr,wzFZRbeC,zBULnHbV,ZnpSHRwo,cMKnxfpq,sHvUTeRQ,3561,76957,9382,17798,97389,39079
IlFBIrAh,XDWDHMme,BqFNgMks,rOMIPVnm,aWhNQjxF,VttuWeIN,96013,44079,90617,283,73930,37705
AugAGhlE,bYidfEuS,ckaaqQBe,qZAchQjt,AsPOQrJc,gIhqbFmk,7360,7638,55380,12815,55093,80013
mKNmvjoe,KHPkumkv,ESHnzAfb,XxyKJWiA,JeVDDrLz,LWRfPBqh,13887,89073,56908,25238,48091,14491
yOfRKJYH,BNlMtJZr,UGXKnSiT,KVwKPsfR,KBlnewrq,iKvjBUae,34442,70599,70181,31249,26796,42956
eEywzDtO,vuSRatTL,jonJmUIp,OOfKSeku,BHeUlKSW,cvuhxIiN,17089,18171,35876,47827,79019,82761
KBrIKYLk,MoItPBKH,nMFwtVfF,pwESTAiM,hmhPJyYH,DMRGmDnC,7613,92334,48716,80772,29025,57117
oEqBcLSW,UZkfQqpp,KICjorAg,HEmVDeXd,KVQntyiw,cSPotjXV,23694,36064,15764,79350,59611,6613
PBarOcAN,rreIrxnC,MGHHTZAI,RCxmpGMc,bGCcPpfh,OEcwsqlF,18837,20032,80436,91320,5242,32716
TLjpOWRh,dWWRzczc,izGnLIEg,oHOmdibx,tSlphjii,RWKmASpg,79718,21803,91625,89661,2484,84594
XcfJuDGJ,xDbgTkLg,lnEcsSSr,ArIZcjcI,fSqxBmgt,uMZGsPtj,27733,65355,7636,64244,8830,27514
AawypaDh,ONuhneVj,sRPDyirR,MKRrtyhl,ZJfJVGgG,lQGkLdkI,92469,1498,72274,18797,77265,69913
TszJWPyJ,sdNeRwvT,zZUbkGAS,uWypQsnm,lEHHHkys,TVbmlEhH,43249,80250,73702,81269,25076,7759
rbDodbYx,QQHToppZ,fsVUiKDJ,USTYfbqs,scBYQZiX,GvFocKDZ,38503,72546,37311,18885,99203,75835
nLKoCqsG,AFYlpeMS,xtIRsFMO,fKhMzkjW,PrhAxXqh,dTmDhBRv,50879,34699,60308,22545,73225,61
HeyIBkSJ,bpiwldLd,uFxYThkH,BmbzZQJK,yEVZPfBJ,xgSYTwqA,33215,81400,72458,72229,81923,49295
cXhqSDcM,jknkcQUY,fUgRLSdX,AoRRCmnQ,jXDtzJkm,KBhRYXAZ,62000,24526,40486,23219,57839,89552
sbSUQQmM,XeJKDWmO,lOZCfmic,nJRTgPfE,jgVLoqhx,jgbbwRmK,78403,90775,37425,36787,41206,14023
PglvLDGY,tatsVJCK,JikUEVJT,AWXJQeyX,sWdnlHfM,miizOXtY,70978,46198,82364,55238,43989,67849
cLKMgIqq,knWacOCn,KUwzkaSv,JhUAcybQ,DGVOuoFt,OeWUpxys,87862,65286,28644,26290,21018,66876
wXvqgJfh,pcGDBCzH,sZPOMJMn,lKwTPVRm,nBoeOkty,VEDuvDnn,3799,89034,80443,66977,29047,58990
fiCoEObk,tytqmDkI,eqjVpDeE,FnIXTetL,OWNAPVDW,RGxOKVig,27634,2635,5307,82598,47864,62271
WcFOyQUK,TiMRmNbg,xxBCtphi,EVVvDRsC,UzZnqWuA,uWxeqhFW,51824,96288,77071,51204,79641,80598
CYyUGoIJ,ToVVeBqL,rMKRGkTw,EKTodNDX,YseBfith,CSysZWOE,2329,10438,58349,80276,28937,23647
EdaMGkMx,rwWeMkXF,EKduxVuy,mDIwlxWt,KMmUfhWr,QKoIufEc,93269,39699,20688,49195,74279,8468
qkAPfcxc,cwJrAFLn,OYFFLiKO,OBrHwAuj,JSGBfkFE,aVPjjemn,28723,11579,41848,21761,22690,95258
NdOSsDfq,cUIVlota,KvexTZBl,RToOWVvv,SwiuqaJS,HrBmGONL,44190,15526,52582,12016,16610,52740
jqKQYvgy,YrYCJULu,gYmtaVLG,HIIMasiD,WPGuUQoX,TIOnacbz,47509,22813,46867,56783,96582,30320
UhvXymLF,zknTLwNG,otIcJPjN,LeXrjwkn,zYerEFTE,CjeOrjzO,6065,35311,21760,54337,78234,56773
CforiloV,YAYxLgpc,ryEhJvYs,OLvFWVCn,LkDKNZEV,uTzJTgVa,30806,9498,16612,8661,50399,96650
bluozSXD,zPFaIGcW,LPbweIpq,osgWEvfc,ZEOAbFmS,UfSRtwPv,58092,97808,80450,16932,27889,29014
yNvuPAPp,LOuJwiMp,uKOqfbci,GyLnGEQr,UQPLfmyT,dpFdCvbn,31219,52899,93363,60135,83725,87761
DHXUgrEX,JvOETSky,kndrfvsW,pmdKKusR,kPwtRgOy,JMyOORWA,66198,10533,90808,7017,72509,23916
MFmKkHZK,hLOwXnHR,sermZtfp,qorNMrgn,XqvYexeD,iBZUtAab,16486,28155,49518,27696,93974,75840
gDWpXMmF,IhSDJEJo,VqyNMMBG,MRoPXCOK,GqfVVUHX,beVdKwgA,15741,73433,19131,39921,82000,24423
RSEOFDIm,gzAVJaMd,NmYBrlwN,XjlNTwze,jzpVghFu,fAxNBQiV,42520,99368,28690,22042,33482,40454
byLHUWrv,FOKSXdCf,IFaQDbIi,oNigJLmg,XhWtaHmo,nxDqRMEf,74804,4987,5941,33325,44093,30708
uLpdRWvf,LJCbQFob,kErvgCMN,CFYfXFMp,eFzmRGEW,RBOqxNqM,51135,1710,76990,49057,20059,38739
fglPffFp,duwzqstD,vRWJWoAt,gZZWuJwu,CZyehDXn,JYfwpEjX,45965,65248,12147,98368,36175,51542
FBnzZTQG,MpsfPNZt,BSXrwyyN,DgpPadoq,jnVVZSQv,zuxmADVY,77641,71573,63963,78425,46186,7325
QDlhKAsD,WzlQiJHp,SMeinJKO,vFxHreeF,PBOWgGFa,RqhssxTB,84877,57231,16953,56152,54919,41839
trkhJYRZ,cMNbJXJD,qGlUBVpy,DIjqGnuK,UtDOgeHy,xYPokIni,75680,275,72406,45669,73452,6462
TiWqeXVX,sQYTFiuT,jZXfYkan,pqEXcirF,aHUveRrb,irAXcRqg,9822,42357,98056,8161,21472,81522
bBbFcTzZ,WYePZktX,geIVahqc,mIUcnqqO,okZVOapl,nTOOqHQe,72072,94989,10892,59838,17602,54434
vAJgQRbH,qskIxFxn,VloHoooe,shEUkxVs,HmxUvJZK,WouvFiPu,911,7800,21617,27723,37781,26705
bcxYqsfp,IDbfiTKv,MGZXjUjI,uYLfPNNu,JIsnkniS,erfQXiCQ,72760,76533,73000,86744,49591,73615
plerstFs,yyhTTVQQ,RBTiktag,RkKbRXSr,VxIzWjjX,kgiVUJqZ,41313,11878,77539,36798,14819,34343
ljzFzNBF,bxUEchdE,TlslculR,NNTrCper,JoognTbE,XocuwJWX,56703,97500,4206,84336,91062,32184
vtsnfCSs,FMTKZxZi,jvHKACGs,jDoTwWug,mKfaguAd,uBMEQKXu,64401,83421,90186,47931,98589,60350
HngARDfn,MYGmMBXp,EzYIVrQR,FQevkewR,TbHcbBmb,ClGYVYcv,34413,47019,92550,42727,64855,26848
BSiNblcP,maxNGBSH,BaHZmsKI,tdJvkqxk,VzfXLlOR,tuhIDVKv,88641,48557,8608,26003,72700,39440
oNiQyxNd,nkeKeoNQ,uzvkyfHN,rdYkhyQV,bSdcfeJt,aJlHNqhJ,54281,80132,1113,55497,45440,56177
WpVSilIH,JfYBVwXb,mRYrPTeF,oOayypkj,LPExtakO,omWngfUf,62912,20885,21435,72263,73403,2012
gMAyXPet,ZFDHwYRW,BTJLuqxY,yfPLTCcQ,jpfiOOlK,fLGhCaWd,7579,19874,54482,88820,27037,39970
QHNtJbkM,MkXVhFYL,APubGaSq,naUAELSv,uESzzxPt,dwpoMCiO,32559,43223,27981,38704,43851,66435
LkvOLonh,uJTKRGuK,tyDsuDnv,HRHCBgdO,fpymPUyH,qikPpkzA,74779,7002,68878,82662,59815,23649
nEmmqPAl,nsMCTulJ,qkHGUhsE,DnIsdNFm,MZhKSzmp,SbEKkjNZ,89357,43623,73529,40570,92316,84846
WypepOvn,hkhUMNcx,vdEWSidv,xSnPbfuY,BYvCFILM,WhXePqcY,32918,47612,20799,20768,8502,56915
UUnrdhyx,IIKgHBhY,VCfzqrdB,EWVrSmqV,oavbCuWV,GgznCjXU,41562,64079,1721,79622,53343,87989
nPdzIiKS,prXeYzAI,FFSyHCwp,JVLlEYhI,seMBeGPz,PYbpAczB,24501,74701,54380,44892,4604,18677
VGANsgyt,xdbnEFnH,MKHKdGHq,iuhJvIJL,sjsqWvav,UcjhrnlD,77447,94495,53638,87912,54834,70262
XLXcSEJc,pEipULar,MEXqNIXj,gEiDFQFe,JVQNDmFh,vozLWdbS,64072,2732,14705,12520,89876,47072
NZJDFYda,xCCsXeOi,LbfaMZpm,lcgDUbqN,fvaxFKon,IqtTTJBc,73877,1673,51648,46403,39619,98198
qiWIBzyr,tVMQwnpO,OyobhUGY,iZIuTLgf,PBGevdVN,kxYTRxJS,82505,71002,10564,14766,66138,9705
hbwsXwmH,FpxxZCiX,XJifMqyC,dsajUPRj,avcwXtxd,JWSAljkg,62629,10201,76913,24808,62325,15204
PCfxLLXz,RcvcSrAI,TMPLfHwA,lkcbdldS,efyygUia,qfTBBaGL,69462,81899,90057,59279,31474,47827
PpKVCDcK,COisCDWQ,DoKDPXOW,QmIIvPha,YnptJwLV,kKtGtRXQ,63180,96225,35135,2941,82904,42392
nBgdkDmf,iZbHkfLq,kMEYJeLk,NpsKEilf,yUYrkBXi,DCLnLxTZ,7474,37061,97504,47476,62744,19793
ZijYLKrr,eokuyxGB,GPwPBpvw,tYrZLDkG,HmcPFQfH,DwkTqwKX,58557,67726,952,13908,27975,60943
GzotWPgf,UzCNsRcX,yEAEnchb,tREOFdDj,TZEcCQiJ,CCBHyiEz,8836,37918,65468,25901,23942,42710
ZtsqPWji,xVxjZwcC,DgpmRNEj,yEUhstKr,PjMiKPgn,GyFKBeNI,47623,66705,55835,43176,54046,99780
QLfgPFTQ,FnnDeygb,ODJvvPxP,KlbRRBci,sOylzxJq,apXudMBc,252,23534,52492,82548,74286,68632
OijFvtLj,LGAvphDk,RWmQzcZY,oUGdCdFH,JAWYhLaf,oyofQDCZ,74450,12903,42868,28975,91095,58915
rayUBbqz,VKovaRVo,uwJKRnKm,CUNUaQBh,hyDXpuAe,sxRchIyG,61041,17693,22252,54390,66274,67712
DjirHOcW,gwaIEcEO,HkdnhAsU,IJDYmxmN,kjvLjsaL,aLxQEwhz,46086,79540,32342,41930,29777,68487
VDDBZPMJ,FvFzkADd,gzStBdOH,XqGcAunA,jipJZUwI,QDqGlXHX,49643,48903,9894,998,3741,46803
iESZIkqg,Jpvtehgw,mjHWnYNg,ypuvLzQR,rMwtTqQV,qawbteJR,34129,47588,50814,6057,94048,47082
tHFDUzNi,PaOwAXzV,ffSyYzkG,uuWDwgic,mZGlXULb,SlbLSBZq,62860,61754,2082,78047,72596,20624
vSXZvFYA,PDWwSMsV,CbuSXFLL,fnMTJLoD,KdiQhpWr,QyGZfucN,81221,12569,99027,85624,1918,89723
fIDpTntZ,vwoQBTBz,bjwiEzNO,rrdAeAxA,RMnFrfTm,lXHiivrE,52404,61322,90033,53962,96060,45841
mtvIHrnI,wGmhphWu,wLPsnpZN,DbNvscZq,FbnZqgvE,HIJTwfnA,67358,29136,72319,72201,23737,92828
YYVKxQug,mBAldxBT,HyUdbnHz,jRuEggVn,ypYtBueT,vhwitsgv,88,58936,10222,75770,45047,45004
wwDAStdW,vIjEAPSh,mrLLgPGS,OQRJUujL,CXGZrYnJ,tRXKYqwI,66668,22969,17080,87286,26164,73755
tyCNIgvd,nkUciKyZ,hLWSlavq,AidUryQi,sITFZUeL,mAPAcnTX,42770,91526,94313,33714,9403,32914
huVuyYdf,sMTjJyuJ,rWxnIBen,qqyGUSPK,zKpelzTI,hgbLxGnZ,72757,96274,5478,6557,13772,32063
qxzVRXxY,YyQALjoV,cxiTdorM,YYuzpSlL,yKNUuctW,dpJqZjHC,6109,53185,24168,85035,13743,55005
HbbeXBJL,qohJigLF,KkaEiZQs,iFIZLTVx,bHhzvfTx,DfzvoPGc,49249,9586,2105,29356,45800,17995
aliuTybw,lvHAHwEK,cOBpjoIl,qApVQFpu,eLQaIYNv,CsbASWXJ,28347,94021,73326,68539,79002,85682
CRXXJjqn,cyGNyEJo,aZnNMpoh,xDJXcMid,XaBVUzuA,XjeDlXiw,88124,55141,2182,73444,55377,86350
yYrPyqry,yWnTSgGv,EWVdGSQS,oKvqowrw,UWFDuqjS,OJrdHoIE,68832,4319,77096,88,64898,17799
EztyaaDv,xwBoNXJY,WcWnADuh,xBvPRrxE,APvmjdAV,UrqnBlet,45369,14446,27238,87169,12623,59458
fXdjJARe,pwGgsvUa,WSRCrRMd,HWIHLGfZ,soAiwcPG,AOtTmgWq,15871,84364,91864,50095,29527,25647
bFzroxcm,KEtECrlj,tJhvFFns,iUMveKJQ,RPZSkYQw,hAFsAgFv,34699,15724,93715,83751,42755,57429
MHWMEoPz,BeJzsviQ,PJFBfdTy,KrYhRflk,CfVDktFE,CgxOrpBM,14619,72819,42994,91393,30070,13367
klXOLoUc,ERjAJiVA,FnnGPJmk,mStBEuKg,vLhLslTs,uXHqGnbM,78659,59973,58841,8722,10686,51282
oQRkwLNq,onOQhiCi,GZJRNFfT,rDZdlNIP,UzBcpdik,CAXZtLJA,36315,83009,19868,73909,46059,60930
BYKPabRZ,lCgDWHLo,liaswFem,CwDqTmPU,fvSKzjWX,qkWCKCWH,66662,52867,73141,52569,23965,24290
SOoZWMVc,CMWpCycO,SSdYlAfI,qYtuhMJT,gPxyaIkL,MfHdkoTq,41458,16334,99488,26952,62619,31377
eQzPqPWL,SsMJOaUE,rsutdPJg,HAACrXmm,qAtFsITk,AqEJpzXy,93604,24894,99417,411,39420,53790
iQSwqRxx,mpCRQoIP,pySJgDFf,CDFKjavp,Dqskimol,fOdwLRhK,61608,10483,47755,7952,5368,92131
piJBsYkv,EGUjFDdf,DHgLpWem,ZjMJBaMJ,kIpBgPcA,mtRGYBrr,38837,31759,47583,9064,59407,13972
DoVjDOTb,kMxFnanh,YVcRnutz,BtIEGzDa,EPZUiUPC,uHzcHHHW,97188,49006,80574,69006,68728,56972
LaaHHqtW,MmEUuOOY,gfagaMca,SwgKyRyu,vhxpzzUJ,HpOVwonp,38428,68710,66258,72953,85920,41165
TLvJJlRC,JqSWmpvX,rWuJlOwH,YLkZXZkh,sdfEpCJn,NqYApnwF,37569,63929,76581,97212,57592,8761
XFvhQHkY,nzyEVGjq,FCVrptRe,pzUWkvTT,wOqMPWyY,NGmaRZuV,90455,24403,34937,67405,59703,91352
